class,credits,displayDays,displayTime,location,occurrenceData,professor,professorRating,semester,semestersOffered,title
ECON 200-10,3,TuTh,10:00am - 11:15am,Beckman Hall 204,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 600, 'endTime': 675}], 'W': [], 'Th': [{'startTime': 600, 'endTime': 675}], 'F': [], 'Sa': [], 'Su': []}}",Dillon Tauzin,,spring2026,"['Spring', 'Fall']",Principles of Microeconomics
ECON 201-01,3,F,1:00pm - 3:50pm,Beckman Hall 212,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [], 'W': [], 'Th': [], 'F': [{'startTime': 780, 'endTime': 950}], 'Sa': [], 'Su': []}}",Regina Trevino,72,spring2026,"['Spring', 'Fall']",Principles of Macroeconomics
ECON 201-02,3,M,4:00pm - 6:50pm,TBA,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 960, 'endTime': 1130}], 'Tu': [], 'W': [], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Marc Weidenmier,,spring2026,"['Spring', 'Fall']",Principles of Macroeconomics
ECON 201-03,3,MW,1:00pm - 2:15pm,Beckman Hall 209,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 780, 'endTime': 855}], 'Tu': [], 'W': [{'startTime': 780, 'endTime': 855}], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Bari Berman,,spring2026,"['Spring', 'Fall']",Principles of Macroeconomics
ECON 201-04,3,MW,2:30pm - 3:45pm,Beckman Hall 202,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 870, 'endTime': 945}], 'Tu': [], 'W': [{'startTime': 870, 'endTime': 945}], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Bari Berman,,spring2026,"['Spring', 'Fall']",Principles of Macroeconomics
ECON 201-05,3,TuTh,10:00am - 11:15am,Beckman Hall Auditorium 104,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 600, 'endTime': 675}], 'W': [], 'Th': [{'startTime': 600, 'endTime': 675}], 'F': [], 'Sa': [], 'Su': []}}",Kyle Hampton,98,spring2026,"['Spring', 'Fall']",Principles of Macroeconomics
ECON 201-06,3,TuTh,8:30am - 9:45am,Beckman Hall Auditorium 104,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 510, 'endTime': 585}], 'W': [], 'Th': [{'startTime': 510, 'endTime': 585}], 'F': [], 'Sa': [], 'Su': []}}",Kyle Hampton,98,spring2026,"['Spring', 'Fall']",Principles of Macroeconomics
ECON 201-08,3,Tu,7:00pm - 9:50pm,Beckman Hall 210,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 1140, 'endTime': 1310}], 'W': [], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Kaycea Campbell,74,spring2026,"['Spring', 'Fall']",Principles of Macroeconomics
ECON 201-10,3,M,7:00pm - 9:50pm,TBA,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 1140, 'endTime': 1310}], 'Tu': [], 'W': [], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Marc Weidenmier,,spring2026,"['Spring', 'Fall']",Principles of Macroeconomics
ECON 204-02,3,MW,2:30pm - 3:45pm,Wilkinson Hall 221,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 870, 'endTime': 945}], 'Tu': [], 'W': [{'startTime': 870, 'endTime': 945}], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Sean Crockett,51,spring2026,"['Spring', 'Fall']",Seminar in Ethics and Economic Thought
ECON 329-01,3,TuTh,11:30am - 12:45pm,Beckman Hall 203,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 690, 'endTime': 765}], 'W': [], 'Th': [{'startTime': 690, 'endTime': 765}], 'F': [], 'Sa': [], 'Su': []}}",Laurence Iannaccone,49,spring2026,['Spring'],Experimental Course
ECON 350-02,3,MW,4:00pm - 5:15pm,Beckman Hall 212,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 960, 'endTime': 1035}], 'Tu': [], 'W': [{'startTime': 960, 'endTime': 1035}], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Amjad Toukan,43,spring2026,"['Spring', 'Fall']",Intermediate Microeconomics Theory
ECON 351-03,3,TuTh,11:30am - 12:45pm,Beckman Hall 206,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 690, 'endTime': 765}], 'W': [], 'Th': [{'startTime': 690, 'endTime': 765}], 'F': [], 'Sa': [], 'Su': []}}",Sherif Khalifa,62,spring2026,"['Spring', 'Fall']",Intermediate Macroeconomic Theory
ECON 357-01,3,TuTh,1:00pm - 2:15pm,Wilkinson Hall 220,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 780, 'endTime': 855}], 'W': [], 'Th': [{'startTime': 780, 'endTime': 855}], 'F': [], 'Sa': [], 'Su': []}}",Dillon Tauzin,,spring2026,"['Spring', 'Fall']",Topics in Humanomics
ECON 357-02,3,TuTh,2:30pm - 3:45pm,Wilkinson Hall 220,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 870, 'endTime': 945}], 'W': [], 'Th': [{'startTime': 870, 'endTime': 945}], 'F': [], 'Sa': [], 'Su': []}}",Dillon Tauzin,,spring2026,"['Spring', 'Fall']",Topics in Humanomics
ECON 411-01,3,MWF,12:00pm - 12:50pm,Beckman Hall 206,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 720, 'endTime': 770}], 'Tu': [], 'W': [{'startTime': 720, 'endTime': 770}], 'Th': [], 'F': [{'startTime': 720, 'endTime': 770}], 'Sa': [], 'Su': []}}",Francis Mummery,91,spring2026,"['Spring', 'Fall']",International Economics
ECON 421-01,3,Th,4:00pm - 6:50pm,Wilkinson Hall 116,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [], 'W': [], 'Th': [{'startTime': 960, 'endTime': 1130}], 'F': [], 'Sa': [], 'Su': []}}",Hillard Kaplan,,spring2026,"['Spring', 'Fall']",Behavioral Economics and Finance: Foundations
ECON 422-01,3,W,3:00pm - 5:50pm,Wilkinson Hall 116,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [], 'W': [{'startTime': 900, 'endTime': 1070}], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Stephen Rassenti,,spring2026,['Spring'],Behavioral Economics and Finance II: Institutions
ECON 425-01,3,TuTh,2:30pm - 3:45pm,Beckman Hall 107,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 870, 'endTime': 945}], 'W': [], 'Th': [{'startTime': 870, 'endTime': 945}], 'F': [], 'Sa': [], 'Su': []}}",Laurence Iannaccone,49,spring2026,"['Spring', 'Fall']",Economics of Non-Market Behavior
ECON 431-01,3,Tu,3:00pm - 5:50pm,Wilkinson Hall 116,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 900, 'endTime': 1070}], 'W': [], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Eric Schniter,39,spring2026,['Spring'],"Health: Economic, Psychological, and Anthropological Perspectives"
ECON 441-01,3,MW,2:30pm - 3:45pm,Beckman Hall Auditorium 104,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 870, 'endTime': 945}], 'Tu': [], 'W': [{'startTime': 870, 'endTime': 945}], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Jonathan Hersh,80,spring2026,"['Spring', 'Fall']",Economic Development
ECON 448-01,3,MWF,11:00am - 11:50am,Beckman Hall 206,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 660, 'endTime': 710}], 'Tu': [], 'W': [{'startTime': 660, 'endTime': 710}], 'Th': [], 'F': [{'startTime': 660, 'endTime': 710}], 'Sa': [], 'Su': []}}",Francis Mummery,91,spring2026,['Spring'],Managerial Economics
ECON 452-01,3,W,4:00pm - 6:50pm,Beckman Hall 105,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [], 'W': [{'startTime': 960, 'endTime': 1130}], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Jim Doti,67,spring2026,"['Spring', 'Fall']",Econometrics
ECON 452-02,3,MW,4:00pm - 5:15pm,Wilkinson Hall 220,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 960, 'endTime': 1035}], 'Tu': [], 'W': [{'startTime': 960, 'endTime': 1035}], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Sean Crockett,51,spring2026,"['Spring', 'Fall']",Econometrics
ECON 455-01,3,MW,1:00pm - 2:15pm,Beckman Hall 101,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 780, 'endTime': 855}], 'Tu': [], 'W': [{'startTime': 780, 'endTime': 855}], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",TBA,,spring2026,"['Spring', 'Fall']",The Path to the Modern Economy
ECON 496-01,3,TuTh,1:00pm - 2:15pm,Beckman Hall 206,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 780, 'endTime': 855}], 'W': [], 'Th': [{'startTime': 780, 'endTime': 855}], 'F': [], 'Sa': [], 'Su': []}}",Kyle Hampton,98,spring2026,['Spring'],Special Topics in Economics
ECON 496-02,3,MW,5:30pm - 6:45pm,Beckman Hall 103,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 1050, 'endTime': 1125}], 'Tu': [], 'W': [{'startTime': 1050, 'endTime': 1125}], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Mark Skousen,66,spring2026,['Spring'],Special Topics in Economics
ECON 521-01,3,Th,4:00pm - 6:50pm,Wilkinson Hall 116,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [], 'W': [], 'Th': [{'startTime': 960, 'endTime': 1130}], 'F': [], 'Sa': [], 'Su': []}}",Hillard Kaplan,,spring2026,"['Spring', 'Fall']",Behavioral Economics and Finance: Foundations
ECON 522-01,3,W,3:00pm - 5:50pm,Wilkinson Hall 116,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [], 'W': [{'startTime': 900, 'endTime': 1070}], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Stephen Rassenti,,spring2026,['Spring'],Behavioral Economics and Finance II: Institutions
ECON 531-01,3,Tu,3:00pm - 5:50pm,Wilkinson Hall 116,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 900, 'endTime': 1070}], 'W': [], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Eric Schniter,39,spring2026,['Spring'],"Health: Economic, Psychological, and Anthropological Perspectives"
ECON 582-01,3,MW,1:00pm - 2:15pm,Wilkinson Hall 116,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 780, 'endTime': 855}], 'Tu': [], 'W': [{'startTime': 780, 'endTime': 855}], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Stephen Rassenti,,spring2026,['Spring'],Economic Systems Design II: Case Studies and Analysis
ECON 667-01,3,MW,10:00am - 11:15am,Wilkinson Hall 116,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 600, 'endTime': 675}], 'Tu': [], 'W': [{'startTime': 600, 'endTime': 675}], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Daniel Kovenock,,spring2026,['Spring'],Game Theory II
ECON 698-01,3-6,TuTh,2:30pm - 3:45pm,ESI Conference Room 121,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 870, 'endTime': 945}], 'W': [], 'Th': [{'startTime': 870, 'endTime': 945}], 'F': [], 'Sa': [], 'Su': []}}",Stephen Rassenti,,spring2026,"['Spring', 'Fall']",Economic Systems Design Thesis
EDUC 730-01,3,Tu,4:00pm - 6:50pm,TBA,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 960, 'endTime': 1130}], 'W': [], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Whitney Miller,,spring2026,['Spring'],Peace Leadership
EDUC 751-01,3,W,4:00pm - 6:50pm,Reeves Hall 120,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [], 'W': [{'startTime': 960, 'endTime': 1130}], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Lilia Monzo,64,spring2026,['Spring'],Theories Framing Inquiry
EDUC 760-01,3,W,7:00pm - 9:50pm,TBA,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [], 'W': [{'startTime': 1140, 'endTime': 1310}], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Jared Izumi,,spring2026,['Spring'],Quantitative Approaches to Inquiry
EDUC 762-01,3,Tu,7:00pm - 9:50pm,TBA,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 1140, 'endTime': 1310}], 'W': [], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Andrew Matschiner,,spring2026,"['Spring', 'Fall']",Special Topics in Advanced Research Methods
EDUC 763-01,3,Th,4:00pm - 6:50pm,TBA,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [], 'W': [], 'Th': [{'startTime': 960, 'endTime': 1130}], 'F': [], 'Sa': [], 'Su': []}}",Keith Howard,65,spring2026,['Spring'],Introduction to Approaches of Inquiry
EDUC 764-01,3,M,7:00pm - 9:50pm,TBA,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 1140, 'endTime': 1310}], 'Tu': [], 'W': [], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Doug Havard,,spring2026,"['Spring', 'Fall']",Dissertation Research Planning
EDUC 778-01,3,M,4:00pm - 6:50pm,TBA,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 960, 'endTime': 1130}], 'Tu': [], 'W': [], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Scot Danforth,,spring2026,"['Spring', 'Fall']",Advanced Seminar in History of Disability Studies
EDUC 779-01,3,Th,7:00pm - 9:50pm,TBA,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [], 'W': [], 'Th': [{'startTime': 1140, 'endTime': 1310}], 'F': [], 'Sa': [], 'Su': []}}",Lilia Monzo,64,spring2026,"['Spring', 'Fall']",Curriculum and Policy Studies
EDUC 798-01,5-6,TBA,TBA,TBA,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': None}",Quaylan Allen,79,spring2026,"['Spring', 'Fall']",Dissertation
EDUC 798-02,5-6,TBA,TBA,TBA,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': None}",Whitney Miller,,spring2026,"['Spring', 'Fall']",Dissertation
EDUC 798-03,5-6,TBA,TBA,TBA,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': None}",Keith Howard,65,spring2026,"['Spring', 'Fall']",Dissertation
EDUC 798A-01,1,TBA,TBA,TBA,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': None}",Scot Danforth,,spring2026,"['Spring', 'Fall']",Dissertation: Continuous Enrollment
EDUC 798A-02,1,TBA,TBA,TBA,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': None}",Lilia Monzo,64,spring2026,"['Spring', 'Fall']",Dissertation: Continuous Enrollment
EDUC 798A-03,1,TBA,TBA,TBA,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': None}",Scot Danforth,,spring2026,"['Spring', 'Fall']",Dissertation: Continuous Enrollment
EDUC 798A-04,1,TBA,TBA,TBA,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': None}",Lilia Monzo,64,spring2026,"['Spring', 'Fall']",Dissertation: Continuous Enrollment
EDUC 798A-05,1,TBA,TBA,TBA,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': None}",Whitney Miller,,spring2026,"['Spring', 'Fall']",Dissertation: Continuous Enrollment
EDUC 798B-01,1,TBA,TBA,TBA,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': None}",Quaylan Allen,79,spring2026,"['Spring', 'Fall']",Dissertation: Extended Continuous Enrollment
EENG 200-01,3,TuTh,11:30am - 12:45pm,Keck Center 153 Circuit Design,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 690, 'endTime': 765}], 'W': [], 'Th': [{'startTime': 690, 'endTime': 765}], 'F': [], 'Sa': [], 'Su': []}}",Nasim Estakhri,,spring2026,"['Spring', 'Fall']",Electronics and Circuits I
EENG 200L-01,1,W,11:00am - 11:50am,KC N216 Swenson Hall Cir&Struc,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [], 'W': [{'startTime': 660, 'endTime': 710}], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Nicole Wagner,,spring2026,"['Spring', 'Fall']",Lab - Electronics and Circuits I
EENG 300-01,3,TuTh,1:00pm - 2:15pm,KC N216 Swenson Hall Cir&Struc,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 780, 'endTime': 855}], 'W': [], 'Th': [{'startTime': 780, 'endTime': 855}], 'F': [], 'Sa': [], 'Su': []}}",Rajeev Joshi,,spring2026,"['Spring', 'Fall']",Electronics and Circuits II
EENG 300L-01,1,W,11:00am - 11:50am,KC N214 Swenson Hall Sig&Cyber,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [], 'W': [{'startTime': 660, 'endTime': 710}], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Michael Smith,,spring2026,"['Spring', 'Fall']",Lab - Electronics and Circuits II
EENG 320-01,3,MW,2:30pm - 3:45pm,KC N216 Swenson Hall Cir&Struc,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 870, 'endTime': 945}], 'Tu': [], 'W': [{'startTime': 870, 'endTime': 945}], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Alireza Mehrnia,,spring2026,"['Spring', 'Fall']",Microelectronics I
EENG 320L-01,1,M,10:00am - 10:50am,KC N216 Swenson Hall Cir&Struc,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 600, 'endTime': 650}], 'Tu': [], 'W': [], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Alireza Mehrnia,,spring2026,"['Spring', 'Fall']",Microelectronics I Lab
EENG 330-01,3,TuTh,10:00am - 11:15am,Keck Center 153 Circuit Design,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 600, 'endTime': 675}], 'W': [], 'Th': [{'startTime': 600, 'endTime': 675}], 'F': [], 'Sa': [], 'Su': []}}",Nasim Estakhri,,spring2026,"['Spring', 'Fall']",Electromagnetics I
EENG 370-01,3,TuTh,2:30pm - 3:45pm,Keck Center 153 Circuit Design,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 870, 'endTime': 945}], 'W': [], 'Th': [{'startTime': 870, 'endTime': 945}], 'F': [], 'Sa': [], 'Su': []}}",Nooshin Estakhri,,spring2026,"['Spring', 'Fall']",Topics in Electrical Engineering
EENG 370-02,3,MW,4:00pm - 5:15pm,KC N216 Swenson Hall Cir&Struc,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 960, 'endTime': 1035}], 'Tu': [], 'W': [{'startTime': 960, 'endTime': 1035}], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Alireza Mehrnia,,spring2026,"['Spring', 'Fall']",Topics in Electrical Engineering
EENG 398-01,1,M,11:00am - 11:50am,KC N216 Swenson Hall Cir&Struc,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 660, 'endTime': 710}], 'Tu': [], 'W': [], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Alireza Mehrnia,,spring2026,"['Spring', 'Fall']",Topics in Advanced Engineering Applications
EENG 398-03,1,M,5:30pm - 6:20pm,TBA,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 1050, 'endTime': 1100}], 'Tu': [], 'W': [], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",David Giles,,spring2026,"['Spring', 'Fall']",Topics in Advanced Engineering Applications
EENG 398-04,1,M,7:00pm - 7:50pm,KC N214 Swenson Hall Sig&Cyber,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 1140, 'endTime': 1190}], 'Tu': [], 'W': [], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",David Giles,,spring2026,"['Spring', 'Fall']",Topics in Advanced Engineering Applications
EENG 398-05,1,F,11:00am - 11:50am,KC N216 Swenson Hall Cir&Struc,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [], 'W': [], 'Th': [], 'F': [{'startTime': 660, 'endTime': 710}], 'Sa': [], 'Su': []}}",Miyuki Weldon,,spring2026,"['Spring', 'Fall']",Topics in Advanced Engineering Applications
EENG 511-01,3,MW,5:30pm - 6:45pm,KC N216 Swenson Hall Cir&Struc,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 1050, 'endTime': 1125}], 'Tu': [], 'W': [{'startTime': 1050, 'endTime': 1125}], 'Th': [], 'F': [], 'Sa': [], 'Su': []}}",Anthony Lemus,,spring2026,['Spring'],Control Systems and Applications
EENG 514-01,3,TuTh,4:00pm - 5:15pm,KC N216 Swenson Hall Cir&Struc,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [{'startTime': 960, 'endTime': 1035}], 'W': [], 'Th': [{'startTime': 960, 'endTime': 1035}], 'F': [], 'Sa': [], 'Su': []}}",Peiyi Zhao,52,spring2026,['Spring'],Advanced Integrated Circuit Design
EMBA 602-01,4,Th/Sa,7:00pm/9:00am - 10:00pm/12:30pm,Beckman Hall 105/TBA,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [], 'W': [], 'Th': [{'startTime': 1140, 'endTime': 1320}], 'F': [], 'Sa': [{'startTime': 540, 'endTime': 750}], 'Su': []}}",Glenn Pfeiffer,64,spring2026,['Spring'],Financial Information Systems
EMBA 607-01,4,Th/Sa,7:00pm/9:00am - 10:00pm/12:30pm,Beckman Hall 105/TBA,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [], 'W': [], 'Th': [{'startTime': 1140, 'endTime': 1320}], 'F': [], 'Sa': [{'startTime': 540, 'endTime': 750}], 'Su': []}}",Mitchell Warachka,,spring2026,['Spring'],Managerial Finance
EMBA 612-01,4,Th/Sa,7:00pm/9:00am - 10:00pm/12:30pm,Beckman Hall 106/TBA,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [], 'W': [], 'Th': [{'startTime': 1140, 'endTime': 1320}], 'F': [], 'Sa': [{'startTime': 540, 'endTime': 750}], 'Su': []}}",Robert Koepp,,spring2026,['Spring'],Strategic Management
EMBA 614-01,3,Th,7:00pm - 9:50pm,Beckman Hall 106,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [], 'Tu': [], 'W': [], 'Th': [{'startTime': 1140, 'endTime': 1310}], 'F': [], 'Sa': [], 'Su': []}}",Chris Lowe,,spring2026,['Spring'],Business & Public Policy
ENG 103-01,3,MWF,10:00am - 10:50am,TBA,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 600, 'endTime': 650}], 'Tu': [], 'W': [{'startTime': 600, 'endTime': 650}], 'Th': [], 'F': [{'startTime': 600, 'endTime': 650}], 'Sa': [], 'Su': []}}",Lauren Sieberg,,spring2026,"['Spring', 'Fall']",Seminar in Rhetoric and Composition
ENG 103-02,3,MWF,11:00am - 11:50am,TBA,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 660, 'endTime': 710}], 'Tu': [], 'W': [{'startTime': 660, 'endTime': 710}], 'Th': [], 'F': [{'startTime': 660, 'endTime': 710}], 'Sa': [], 'Su': []}}",Brian Glaser,82,spring2026,"['Spring', 'Fall']",Seminar in Rhetoric and Composition
ENG 103-03,3,MWF,11:00am - 11:50am,TBA,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 660, 'endTime': 710}], 'Tu': [], 'W': [{'startTime': 660, 'endTime': 710}], 'Th': [], 'F': [{'startTime': 660, 'endTime': 710}], 'Sa': [], 'Su': []}}",Daniel Strasberger,,spring2026,"['Spring', 'Fall']",Seminar in Rhetoric and Composition
ENG 103-04,3,MWF,9:00am - 9:50am,TBA,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 540, 'endTime': 590}], 'Tu': [], 'W': [{'startTime': 540, 'endTime': 590}], 'Th': [], 'F': [{'startTime': 540, 'endTime': 590}], 'Sa': [], 'Su': []}}",Eurydice Dye,,spring2026,"['Spring', 'Fall']",Seminar in Rhetoric and Composition
ENG 103-05,3,MWF,9:00am - 9:50am,TBA,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 540, 'endTime': 590}], 'Tu': [], 'W': [{'startTime': 540, 'endTime': 590}], 'Th': [], 'F': [{'startTime': 540, 'endTime': 590}], 'Sa': [], 'Su': []}}",Amber Lee,,spring2026,"['Spring', 'Fall']",Seminar in Rhetoric and Composition
ENG 103-06,3,MWF,10:00am - 10:50am,TBA,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 600, 'endTime': 650}], 'Tu': [], 'W': [{'startTime': 600, 'endTime': 650}], 'Th': [], 'F': [{'startTime': 600, 'endTime': 650}], 'Sa': [], 'Su': []}}",Sydney Boone,,spring2026,"['Spring', 'Fall']",Seminar in Rhetoric and Composition
ENG 103-07,3,MWF,10:00am - 10:50am,TBA,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 600, 'endTime': 650}], 'Tu': [], 'W': [{'startTime': 600, 'endTime': 650}], 'Th': [], 'F': [{'startTime': 600, 'endTime': 650}], 'Sa': [], 'Su': []}}",Alex Xu,,spring2026,"['Spring', 'Fall']",Seminar in Rhetoric and Composition
ENG 103-08,3,MWF,11:00am - 11:50am,TBA,"{'starts': 1769155200, 'ends': 1778310000, 'daysOccurring': {'M': [{'startTime': 660, 'endTime': 710}], 'Tu': [], 'W': [{'startTime': 660, 'endTime': 710}], 'Th': [], 'F': [{'startTime': 660, 'endTime': 710}], 'Sa': [], 'Su': []}}",Lashai Dowl,,spring2026,"['Spring', 'Fall']",Seminar in Rhetoric and Composition
